number,latitude,longitude,altitude,horizontalAccuracy,verticalAccuracy,speed,course,recordedAt,activity,trackingMode,timezone,appContext,batteryStatus,batteryRemaining,batterySaver,networkStatus,locationPermission,deviceModel,networkType,networkState,buildID,kernelVersion,ipAddress,publicIpAddress,deviceName,systemName,osVersion,idfv,idfa,wifiSSID,localeCountry,localeLanguage,carrierName,appInstallationDate,appVersion,source,lastAppOpened,manufacturer,androidSdkVersion,androidReleaseVersion,buildType,buildVersionIncremental,aaid,testCentroid,centroid,installedApplications
128,13.116726677239363,77.62530227898095,910.483891986444,14,3,10,93.3646766330316,2025-01-19T08:59:54.755Z,Moving,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:26648,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,ACTFIBERNET,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
129,13.117110524550862,77.62537139870012,910.408256462188,4.089262867574176,3,3,338.42505435448686,2025-01-19T09:00:51.136Z,Moving,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:18233,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,ACTFIBERNET,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
130,13.11669003709887,77.62514670719358,909.1782391357422,38.73815662866943,30,0,-1,2025-01-19T09:01:03.729Z,Stop,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:23168,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLVisit-Arrival,18-01-2025 13:57,iPhone,-,-,-,-,-,-,[object Object],-
131,13.117565483822018,77.62513191108262,912.7426217596028,25.521729673234812,30,3,-1,2025-01-19T09:02:00.756Z,Moving,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:23168,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
132,13.118322513772599,77.62538221343544,914.778216172739,20.458059516197643,30,4,-1,2025-01-19T09:03:26.149Z,Moving,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Wifi,Connected,com.roam.jakala,24.1.0,192.168.0.103,36.9.64.242:29692,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,ACTFIBERNET,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
133,13.116122801876992,77.62464174206538,908.597111039605,30.97833382620284,30,1,-1,2025-01-19T09:28:45.419Z,Moving,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.6.116.0:17236,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
134,13.114854015420175,77.62401008797573,908.3322056734323,33.34602123547051,30.016000119375747,4,-1,2025-01-19T09:31:22.113Z,Moving,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:29994,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
135,13.114674076467841,77.62383488473878,904.4827062026199,14,3,10,112.52692261366413,2025-01-19T09:31:32.130Z,Moving,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:18002,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
136,13.11770009108831,77.62523901347264,0,109.44911182523069,0,0,-1,2025-01-19T09:34:09.748Z,Stop,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Wifi,Connected,com.roam.jakala,24.1.0,192.168.31.194,36.9.64.242:22665,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,Aditya,IN,en,--,2025-01-17T05:20:41Z,0.1,CLVisit-Arrival & Departure,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
137,13.114552991589003,77.62396592800124,903.6914919601674,16.086530857903163,29.999999999999996,0,-1,2025-01-19T09:36:56.244Z,Stop,ACTIVE,+0530,T,Unplugged,85,false,true,true,iPhone 15 Pro Max,Wifi,Connected,com.roam.jakala,24.1.0,192.168.31.194,36.9.64.242:27361,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,Aditya,IN,en,--,2025-01-17T05:20:41Z,0.1,CLVisit-Arrival,18-01-2025 13:57,iPhone,-,-,-,-,-,-,[object Object],-
138,13.114956592347784,77.62420897179874,907.0509400838868,22.93105957884291,30,0,-1,2025-01-19T11:41:46.794Z,Moving,ACTIVE,+0530,B,Unplugged,80,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
139,13.115895085301993,77.62460731188614,908.1163609121695,14,3,40,5.452668080468122,2025-01-19T11:41:56.895Z,Moving,ACTIVE,+0530,B,Unplugged,80,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:27717,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
140,13.1166162760177,77.62493195442461,907.9757026923086,27.56011287645149,30,15,-1,2025-01-19T11:42:17.602Z,Moving,ACTIVE,+0530,B,Unplugged,80,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:27717,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
141,13.11690934751927,77.6253637505699,909.631907490082,16.077913571239225,3,21,3.679314903519622,2025-01-19T11:42:27.593Z,Moving,ACTIVE,+0530,B,Unplugged,80,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:28616,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,ACTFIBERNET,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
142,13.13168739542634,77.6473270888483,900.3706182063886,14,3,27,6.260647015882074,2025-01-19T11:48:55.596Z,Moving,ACTIVE,+0530,B,Unplugged,80,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
143,13.133190073052505,77.65328242281088,897.4742220122898,38.96411813914814,3,34,-1,2025-01-19T11:50:05.181Z,Moving,ACTIVE,+0530,B,Unplugged,80,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:32723,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
144,13.13291688539633,77.65483938020479,900.7153376423523,14,3,62,108.11138153076172,2025-01-19T11:50:15.196Z,Moving,ACTIVE,+0530,B,Unplugged,80,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:21714,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
145,13.132996516058896,77.66607688766256,900.8742220122898,45.7373636703516,3,40,-1,2025-01-19T11:52:04.296Z,Moving,ACTIVE,+0530,B,Unplugged,80,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:17037,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
146,13.132915292790683,77.66574540421091,899.9814370910937,7.203295574864057,3,25,-1,2025-01-19T11:52:09.672Z,Moving,ACTIVE,+0530,B,Unplugged,80,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,152.58.210.215:23192,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
147,13.133061888398068,77.6662749497214,895.6542220122898,50.1580294734436,3,5,-1,2025-01-19T11:52:54.317Z,Moving,ACTIVE,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:32745,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
148,13.132884949771864,77.66577417550629,900.0525341246841,7.7633975354911025,3,39,-1,2025-01-19T11:52:59.696Z,Moving,ACTIVE,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:24783,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
149,13.13297035488477,77.66666633051567,897.624526561559,7.609516955680507,3,1,-1,2025-01-19T11:57:24.154Z,Moving,ACTIVE,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:17569,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
150,13.13309658904449,77.66666610269178,897.0777023370126,11.53576312018386,3,0,-1,2025-01-19T11:59:00.262Z,Stop,ACTIVE,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:16796,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLVisit-Arrival,18-01-2025 13:57,iPhone,-,-,-,-,-,-,[object Object],-
151,13.133338744965267,77.66666921024868,893.731652321294,5.11497266961238,5.665387413060735,1,1.110289326665717,2025-01-19T12:00:00.166Z,Moving,ACTIVE,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:18837,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
152,13.131061176375509,77.66667822148784,899.8050983371302,3.964323677397168,3,10,194.79714965820312,2025-01-19T12:01:27.158Z,Moving,ACTIVE,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:26558,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
153,13.130581628933845,77.66658785274281,902.7121534058824,4.748651530192349,4.178946755378772,24,183.06979370117188,2025-01-19T12:01:35.124Z,Moving,ACTIVE,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:17457,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
154,13.130303156838542,77.6662997308133,904.4420396434143,4.748651530192788,5.43322711396206,12,269.21856689453125,2025-01-19T12:01:48.173Z,Moving,ACTIVE,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:31694,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
155,13.130326265116135,77.66578919674531,904.573139026761,2.609373133675434,3,18,272.3313293457031,2025-01-19T12:01:59.168Z,Moving,ACTIVE,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:17530,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
156,13.13032655298834,77.66528560709948,905.9273491129279,7.162260626375508,6.714201730427921,14,270.9307861328125,2025-01-19T12:02:13.168Z,Moving,ACTIVE,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:21798,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
157,13.130322572719948,77.66305566411035,910.0925537109374,34.56143826477951,3,11,-1,2025-01-19T12:03:33.382Z,Moving,ACTIVE,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:21798,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
158,13.133071067212533,77.66645107787987,0,67.257963371149,0,0,-1,2025-01-19T12:06:42.330Z,Stop,ACTIVE,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:22910,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLVisit-Arrival & Departure,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
159,13.129424345290653,77.66301708398345,924.9825537109374,68.24370613319248,3,1,-1,2025-01-19T12:08:23.040Z,Moving,ACTIVE,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,152.58.211.233:29523,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
160,13.129751937307223,77.66312554858803,909.135563571427,18.756981924126666,3,14,-1,2025-01-19T12:08:33.044Z,Moving,ACTIVE,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:28911,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
161,13.12975572758043,77.66314336064862,0,15.534455775952972,0,0,-1,2025-01-19T12:09:50.962Z,Stop,ACTIVE,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:27379,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLVisit-Arrival,18-01-2025 13:57,iPhone,-,-,-,-,-,-,[object Object],-
162,13.130139596059152,77.66301172166882,924.9825537109374,20.05419286921025,4.0593842450583715,0,-1,2025-01-19T13:38:03.932Z,Moving,ACTIVE,+0530,B,Unplugged,70,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:27379,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
163,13.129579458730486,77.66306826188544,924.9825537109374,58.802304417395746,5.844808926213376,0,-1,2025-01-19T14:41:13.791Z,Moving,ACTIVE,+0530,B,Unplugged,65,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:32177,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
164,13.132968373952892,77.66612669396861,896.8925537109375,33,6.660041214133062,1,-1,2025-01-19T15:07:35.982Z,Moving,ACTIVE,+0530,B,Unplugged,65,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:24041,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
165,13.132432024019936,77.66446883081322,902.6340903162518,14,3,68,256.2104498056368,2025-01-19T15:07:46.070Z,Moving,ACTIVE,+0530,B,Unplugged,65,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:24705,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
166,13.127008608843896,77.64594664333437,908.6225537109374,39.96479580627966,6.786085053825683,34,-1,2025-01-19T15:11:26.811Z,Moving,ACTIVE,+0530,B,Unplugged,65,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:23143,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
167,13.126202211463937,77.6454446170179,910.5719285254725,7.95964442736609,3,86,215.89255347472516,2025-01-19T15:11:31.246Z,Moving,ACTIVE,+0530,B,Unplugged,65,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:16725,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,18-01-2025 13:57,iPhone,-,-,-,-,-,-,-,-
168,13.121494530396696,77.61396205054052,911.3223211449573,14,3,21,272.8031649601322,2025-01-19T15:17:20.048Z,Moving,ACTIVE,+0530,T,Unplugged,65,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:23335,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,19-01-2025 20:47,iPhone,-,-,-,-,-,-,-,-
169,13.121628478123068,77.61290241349232,911.9125537109375,25.923202676592066,6.9661705865880785,0,-1,2025-01-19T15:17:20.119Z,Moving,ACTIVE,+0530,T,Unplugged,65,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:23335,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,19-01-2025 20:47,iPhone,-,-,-,-,-,-,-,-
170,13.12168785757866,77.61242504745032,917.6025537109374,91.19420658078211,6.964420980633598,19,-1,2025-01-19T15:17:30.114Z,Moving,ACTIVE,+0530,T,Unplugged,65,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:28380,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,19-01-2025 20:47,iPhone,-,-,-,-,-,-,-,-
171,13.117860663653339,77.60908214898025,915.961451163475,14,3,42,205.51722291790898,2025-01-19T15:18:17.819Z,Moving,ACTIVE,+0530,T,Unplugged,65,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,19-01-2025 20:47,iPhone,-,-,-,-,-,-,-,-
172,13.117101054312439,77.60870795738329,915.3781995039908,14,3,36,214.12998217826836,2025-01-19T15:18:27.214Z,Moving,ACTIVE,+0530,T,Unplugged,65,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:31346,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,19-01-2025 20:47,iPhone,-,-,-,-,-,-,-,-
173,13.116558556378967,77.60832640543269,914.7811996666011,14,3,24,210.12098898455105,2025-01-19T15:18:38.052Z,Moving,ACTIVE,+0530,T,Unplugged,65,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:31191,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,19-01-2025 20:47,iPhone,-,-,-,-,-,-,-,-
174,13.106134129719885,77.60072303981345,893.5425537109375,26.9970023347571,7.092825946937198,26,-1,2025-01-19T15:21:51.802Z,Moving,ACTIVE,+0530,T,Unplugged,65,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,19-01-2025 20:47,iPhone,-,-,-,-,-,-,-,-
175,13.106337253620554,77.60084663723698,893.5425537109375,27.938143684087322,7.124040009138393,7,-1,2025-01-19T15:22:04.572Z,Moving,ACTIVE,+0530,T,Unplugged,65,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:19320,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,19-01-2025 20:47,iPhone,-,-,-,-,-,-,-,-
176,13.106148115854529,77.60087422118093,904.5325537109375,14.27503582204089,7.551327435530445,0,-1,2025-01-19T15:38:19.592Z,Stop,ACTIVE,+0530,T,Unplugged,65,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:27335,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLVisit-Arrival,19-01-2025 20:47,iPhone,-,-,-,-,-,-,[object Object],-
177,13.106148278915722,77.59948644939011,894.4425537109374,19.66275969013095,11.690716662201204,0,-1,2025-01-19T17:45:16.997Z,Moving,ACTIVE,+0530,B,Unplugged,55,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:20189,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,19-01-2025 20:47,iPhone,-,-,-,-,-,-,-,-
178,13.106247686155749,77.59905262695766,894.4425537109374,12.48946338734514,11.796384148402403,1,-1,2025-01-19T17:48:03.648Z,Moving,ACTIVE,+0530,B,Unplugged,55,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:29942,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,19-01-2025 20:47,iPhone,-,-,-,-,-,-,-,-
179,13.106329155535875,77.5994802507607,894.4425537109374,15.75980212810718,11.835030971697064,3,-1,2025-01-19T17:49:05.807Z,Moving,ACTIVE,+0530,B,Unplugged,55,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:18677,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,19-01-2025 20:47,iPhone,-,-,-,-,-,-,-,-
180,13.107009783380924,77.59998726058606,894.4425537109374,18.973755807284277,11.95721044846488,1,-1,2025-01-19T17:53:24.531Z,Moving,ACTIVE,+0530,B,Unplugged,55,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:29791,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,19-01-2025 20:47,iPhone,-,-,-,-,-,-,-,-
181,13.106680245628695,77.60065012329373,894.4425537109374,38.28026392793944,11.999205948766857,4,-1,2025-01-19T17:54:36.867Z,Moving,ACTIVE,+0530,B,Unplugged,55,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:26305,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,19-01-2025 20:47,iPhone,-,-,-,-,-,-,-,-
