number,latitude,longitude,altitude,horizontalAccuracy,verticalAccuracy,speed,course,recordedAt,activity,trackingMode,timezone,appContext,batteryStatus,batteryRemaining,batterySaver,networkStatus,locationPermission,deviceModel,networkType,networkState,buildID,kernelVersion,ipAddress,publicIpAddress,deviceName,systemName,osVersion,idfv,idfa,wifiSSID,localeCountry,localeLanguage,carrierName,appInstallationDate,appVersion,source,lastAppOpened,manufacturer,androidSdkVersion,androidReleaseVersion,buildType,buildVersionIncremental,aaid,testCentroid,centroid,installedApplications
237,12.93505620076891,77.61206744183517,905.5132707126414,7.346983272242995,3,38,152.1522216796875,2025-01-20T03:52:30.104Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:22470,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
238,12.932638812214002,77.61336191985075,904.1191936372729,39.98220857314509,3,13,-1,2025-01-20T03:53:52.123Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:24084,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
239,12.927222455661411,77.61648651690818,901.6791936372729,91.30631355967913,3,25,-1,2025-01-20T03:55:32.060Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:21262,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
240,12.926614860430064,77.61702854451372,899.1744283768161,4.245006672872149,3,40,148.89202880859375,2025-01-20T03:55:40.110Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:32173,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
241,12.924027218512563,77.61842707494246,894.0491936372729,30.994510592038605,3,15,-1,2025-01-20T03:56:58.390Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:27713,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
242,12.923870072041236,77.61871891482315,893.6435340794573,5.861754670167406,3,17,146.99220275878906,2025-01-20T03:57:06.114Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:30076,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
243,12.923438374356476,77.61886655839086,892.3545228093956,19.96284319595022,3,7,-1,2025-01-20T03:57:30.980Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:20841,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
244,12.922456878921784,77.61946493456101,892.3545228093956,20.98516862185691,3,13,-1,2025-01-20T03:58:05.494Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:18116,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
245,12.92089576872501,77.62047200247902,890.6745228093956,32.985507058448185,3,9,-1,2025-01-20T03:59:27.773Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:26624,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
246,12.920115932350013,77.62092358266673,886.2468264362545,3.307121398372485,3,43,148.8997039794922,2025-01-20T03:59:36.113Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:32148,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
247,12.917372033579266,77.62270229883822,888.2145228093956,39.93915374326431,3,18,-1,2025-01-20T04:00:48.142Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:21838,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
248,12.917537266251896,77.62351472552976,881.0472644343268,13.850927200394647,3,32,82.71585847165895,2025-01-20T04:00:58.144Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:27843,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
249,12.916654434023457,77.63088942435367,888.2145228093956,43.97536925415313,3,42,-1,2025-01-20T04:02:06.857Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
250,12.916638164543082,77.631711563734,882.8763395079199,14,3,32,97.05875712487632,2025-01-20T04:02:16.865Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:29582,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
251,12.915537950393455,77.63231451675048,884.9945228093956,50.966095493570585,3,15,-1,2025-01-20T04:02:49.045Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:31427,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
252,12.914540022291867,77.63315274371436,884.9945228093956,20.870837831098562,3,21,-1,2025-01-20T04:03:13.585Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:29690,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,Airtel_CELEBRATIONS,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
253,12.91454475659508,77.63379782121524,881.5351016621046,14,3,25,92.28224182128906,2025-01-20T04:03:23.599Z,Moving,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Wifi,Connected,com.roam.jakala,24.1.0,192.168.1.50,36.9.64.242:30586,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,Airtel_CELEBRATIONS,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
254,12.914349271219347,77.63532092716795,891.7845228093956,17.95098855638393,3,0,-1,2025-01-20T04:10:01.921Z,Stop,BALANCED,+0530,B,Unplugged,75,false,true,true,iPhone 15 Pro Max,Wifi,Connected,com.roam.jakala,24.1.0,192.168.0.101,106.51.80.159:21907,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,ROAM AI_5G_2,IN,en,--,2025-01-17T05:20:41Z,0.1,CLVisit-Arrival,20-01-2025 08:13,iPhone,-,-,-,-,-,-,[object Object],-
255,12.91400928402769,77.6368216839348,882.349678684222,28.908962636703833,30.228096,0,-1,2025-01-20T07:11:41.753Z,Moving,BALANCED,+0530,B,Unplugged,65,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,106.51.80.159:24541,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
256,12.91415434386668,77.6381416029785,881.1900596912554,25.932451562587296,30.00000956703965,11,-1,2025-01-20T07:12:30.963Z,Moving,BALANCED,+0530,B,Unplugged,65,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:25480,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
257,12.914494790369043,77.63870924158464,882.1399954789383,23.999774015290562,30.000000000000004,9,-1,2025-01-20T07:13:01.168Z,Moving,BALANCED,+0530,B,Unplugged,65,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,152.59.243.254:29392,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
258,12.914516257162285,77.63980470382066,883.4392259064311,8.306162357949916,3,48,94.98570591931824,2025-01-20T07:13:10.117Z,Moving,BALANCED,+0530,B,Unplugged,65,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:17883,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
259,12.913810835835218,77.64345686352836,886.3499247103246,22.94708013511705,30.000000000000004,33,-1,2025-01-20T07:13:54.362Z,Moving,BALANCED,+0530,B,Unplugged,65,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:32120,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
260,12.91360116856786,77.6444898158201,886.9972379575257,14,3,41,100.28080324318145,2025-01-20T07:14:04.368Z,Moving,BALANCED,+0530,B,Unplugged,65,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:18541,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
261,12.913358979936236,77.64467996086131,887.3973691494252,43.639552262500494,30.000000000000004,6,-1,2025-01-20T07:14:24.035Z,Moving,BALANCED,+0530,B,Unplugged,65,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
262,12.913070182183981,77.6476571042909,892.134624394996,19.952651340272123,30.35727464488564,15,-1,2025-01-20T07:15:42.120Z,Moving,BALANCED,+0530,B,Unplugged,65,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
263,12.912535954879985,77.64778940887015,891.8276661291708,6.205076511728311,3,24,181.58689880371094,2025-01-20T07:15:51.107Z,Moving,BALANCED,+0530,B,Unplugged,65,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:27090,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
264,12.912104601962575,77.6490038282737,893.0665822154662,20.98463287977012,3,14,-1,2025-01-20T07:16:28.044Z,Moving,BALANCED,+0530,B,Unplugged,65,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:20553,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
265,12.911992397592513,77.64947340619139,893.4075713143502,7.094599865288231,3,35,89.15233612060547,2025-01-20T07:16:33.424Z,Moving,BALANCED,+0530,B,Unplugged,65,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:32009,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
266,12.911896831701828,77.65078134751865,893.0665822154662,23.77828853184012,3,32,-1,2025-01-20T07:16:49.447Z,Moving,BALANCED,+0530,B,Unplugged,65,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:18867,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
267,12.912044546724884,77.65184753176297,894.5309596807087,4.587320212745872,3,44,87.71412658691406,2025-01-20T07:16:59.110Z,Moving,BALANCED,+0530,B,Unplugged,65,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:30797,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
268,12.914296567097363,77.65170299774577,896.8865822154661,21.983086118970277,3,19,-1,2025-01-20T07:17:45.459Z,Moving,BALANCED,+0530,B,Unplugged,65,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:30576,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
269,12.914032400523032,77.651672293092,897.7065822154661,18.348356546056728,3,0,-1,2025-01-20T07:22:14.003Z,Stop,BALANCED,+0530,B,Unplugged,65,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:27824,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLVisit-Arrival,20-01-2025 08:13,iPhone,-,-,-,-,-,-,[object Object],-
270,12.912451853819903,77.65182001880984,897.4365822154662,21.41919911388096,3,2,-1,2025-01-20T07:23:49.638Z,Moving,BALANCED,+0530,B,Unplugged,65,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:27824,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
271,12.913299100578943,77.65179478587703,897.4365822154662,19.579030107788512,3,1,-1,2025-01-20T07:29:38.260Z,Moving,BALANCED,+0530,B,Unplugged,60,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:18796,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
272,12.914425085058225,77.6517572164105,897.4365822154662,22.18033742119941,3,4,-1,2025-01-20T07:31:25.973Z,Moving,BALANCED,+0530,B,Unplugged,60,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:28045,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
273,12.91361505238496,77.65179027096627,899.4365822154662,22.103518105865785,3,2,-1,2025-01-20T07:34:08.903Z,Moving,BALANCED,+0530,B,Unplugged,60,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:23478,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
274,12.912918483744066,77.65184648449524,896.3431673003494,14,3,28,179.18833923339844,2025-01-20T07:34:18.901Z,Moving,BALANCED,+0530,B,Unplugged,60,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:23478,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
275,12.911374474741253,77.64909167348124,898.7465822154661,27.996505752677553,3,13,-1,2025-01-20T07:35:55.420Z,Moving,BALANCED,+0530,B,Unplugged,60,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
276,12.913567497533624,77.65174518269228,0,98.65679120715492,0,0,-1,2025-01-20T07:39:02.634Z,Stop,BALANCED,+0530,B,Unplugged,60,false,false,true,iPhone 15 Pro Max,No Network,Disconnected,com.roam.jakala,24.1.0,,36.9.64.242:30245,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLVisit-Arrival & Departure,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
277,12.91152154124173,77.64899327184075,0,14.24595459057527,0,0,-1,2025-01-20T07:39:35.977Z,Stop,BALANCED,+0530,B,Unplugged,60,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:31745,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLVisit-Arrival,20-01-2025 08:13,iPhone,-,-,-,-,-,-,[object Object],-
278,12.912097099304276,77.6423188017727,898.8865822154661,51.843476398712575,3,2,-1,2025-01-20T07:56:31.178Z,Moving,BALANCED,+0530,B,Unplugged,60,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
279,12.912174208254964,77.64170901918682,886.1434400038418,14,3,24,271.0603942871094,2025-01-20T07:56:41.230Z,Moving,BALANCED,+0530,B,Unplugged,60,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLLocation,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
280,12.91219295615268,77.63832169716892,889.7065822154661,39.96545316621675,3,33,-1,2025-01-20T07:57:20.771Z,Moving,BALANCED,+0530,B,Unplugged,60,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
281,12.9123456970274,77.63643811103397,888.8865822154661,25.873213104584767,3,7,-1,2025-01-20T07:59:02.835Z,Moving,BALANCED,+0530,B,Unplugged,60,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:18243,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
282,12.914454450680969,77.63529667374472,888.8865822154661,22.909096591452037,3,14,-1,2025-01-20T08:00:08.998Z,Moving,BALANCED,+0530,B,Unplugged,60,false,true,true,iPhone 15 Pro Max,Cellular,Connected,com.roam.jakala,24.1.0,,36.9.64.242:29680,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,,IN,en,--,2025-01-17T05:20:41Z,0.1,CLRegion,20-01-2025 08:13,iPhone,-,-,-,-,-,-,-,-
283,12.914343165625716,77.63533709006396,0,21,0,0,-1,2025-01-20T08:05:19.961Z,Stop,BALANCED,+0530,B,Unplugged,60,false,true,true,iPhone 15 Pro Max,Wifi,Connected,com.roam.jakala,24.1.0,192.168.0.101,36.9.64.242:21306,iPhone,iOS,18.1.1,58212C42-79F3-46D8-827A-5FC518EDF1A9,,ROAM AI_5G_2,IN,en,--,2025-01-17T05:20:41Z,0.1,CLVisit-Arrival,20-01-2025 08:13,iPhone,-,-,-,-,-,-,[object Object],-
